"unified_content","postid","code"
"Good idea on the vials but are you planning to administer Epi subcutaneously to your grandson with those syringes? How many cc's do you plan to administer?","4735289",1
"Tuberculin syringes only administer 1cc. Easy to draw up 0.3-0.5cc very precisely. Needle already attached.","4735538",1
"Keep in mind Intramuscular Epinephrine for anaphylaxis (it has much faster onset of action than subcutaneous) is difficult with a TB syringe and one can be overdosed with single 0.5cc for a child.","4735583",1
"When I used to do epi training for ems and first responders I used to tell them not to worry where they put the needle--if the patient was dead, it didn't matter. If they weren't anywhere, was probably good enough.





Nice thing about tuberculin syringe is drawing up 0.2cc is easy and needle is long enough to do IM in a kid.","4735612",1
"Good to know.


","4735615",1
"boy this thread got nasty.  Fear not, we have several sets of epipens (cost my ins $1000) and we are going for labs this week.  


I guess my big beef with allergy in general is that we seem to know so little about it.  We keep changing our minds about when to give kids solid foods/peanuts.  What a mess.  ","4735719",1
"""I guess my big beef with allergy in general is that we seem to know so little about it"" = Actually, we know orders of magnitude more about the immune system than we ever did 30+ years ago. The real issue is intra-patient variability and complexity which makes blanket statements about management fraught with uncertainty.","4736022",1
"As a physician, when my children were in soccer, track, etc, I always carried 1mL epi ampules and 1 mL (?insulin) syringes, practical for me (and essentially free, friendly pharmacist would usually give em to me).





However, for parents, teachers, siblings, etc, especially in an emergency situation, not so much.





My kids weren't ""allergic,"" but these were often relatively large gatherings, not uncommon for a bee to crawl into a soda can (with predictable results) or some such.  Some of these places were relatively remote parks and such, and epi is such an easy intervention with one caveat that -- that it is available.","4736303",1
"In thinking about when I given an epipen, a lot depends on whether the child is old enough to be reliable about airway symptoms.  If the kid is old enough, no hx of bronchospasm or eczema and no breathing/airway symptoms, I don't always recommend it. ","4737938",1
"Probably 1000s of these dispensed for every one actually deployed under appropriate circumstances. Suspect if the medicolegal environment were different, recommendations and prescribing habits also would be different","4738282",1
"Peanut allergy: Kicked off the airplane","313696",1
"This world or at least this part of the world is going insane!





Put the kid in a spacesuit damn it!","4751427",1
"How can you blame the plane company?","4751446",1
"Clinically speaking, sounds like a case of peanut envy.


I presume the noctor's last name was Nutt and he was pretty squirrly.","4751449",1
"This it seems is plane nuts.","4751450",1
"Some airlines no longer serve peanuts. Simple solution.","4751461",1
"Yes, and managed care uses them to pay doctors.","4751473",1
